Importador (prob.);Cuit;Mes/Año;Fecha oficialización;Destinación;Despacho;Posición SIM;Descripción;Descripción NCM;Descripción SIM;Aduana;Origen;Pais de procedencia;Medio;Transporte;Cond. venta;Kg. netos;Kg. Brutos;Divisa;Flete;Cantidad estadística;Unidad estadística;Unidad declarada;Seguro dólar;Estado de la mercadería;Item - sub ítem;Cantidad declarada;Precio unitario en divisas;Fob total en divisas;Precio unitario en dólares;Fob total en dólares;CIF;Marca;Modelo;Versión;Código;Presentación;Vencimiento;Base imponible;% Derechos;Derechos de importación;Derechos de importación en garantía;% Estadística;Tasa estadística;Tasa estadistica monto maximo;% IVA;IVA;IVA en garantía;% IVA adicional;IVA adicional insc.;% IIBB;IIBB;% Ganancias;Impuesto a las ganancias;Impuesto a las ganancias en garantía;% Arancel SIM;Arancel SIM;Código;Detalle;;;;;;;;;;
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;22/4/2020;CONSUMO;20001IC04061625J;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7587;FOB;3675,87;4349,63;Dólar Estadounidense;420,04;0;No Encontrado;Unidad;24,37;nvo.s/uso imp;0006 - 0000;1;23952,59;23952,59;23952,59;23952,59;24397;CATERPILLAR;DP30NM5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 0038.5 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;23/4/2020;CONSUMO;20001IC04062612G;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7644;FOB;3581,15;4237,55;Dólar Estadounidense;523,54;0;No Encontrado;Unidad;27,82;nvo.s/uso imp;0002 - 0000;1;27299,99;27299,99;27299,99;27299,99;27851,35;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 0045.8 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;23/4/2020;CONSUMO;20001IC04062612G;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7644;FOB;3575,93;4231,37;Dólar Estadounidense;522,78;0;No Encontrado;Unidad;27,78;nvo.s/uso imp;0003 - 0000;1;27260,19;27260,19;27260,19;27260,19;27810,75;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 0045.8 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;23/4/2020;CONSUMO;20001IC04062612G;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7644;FOB;3575,99;4231,44;Dólar Estadounidense;522,79;0;No Encontrado;Unidad;27,78;nvo.s/uso imp;0004 - 0000;1;27260,64;27260,64;27260,64;27260,64;27811,21;CATERPILLAR;GP35N5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 0045.8 POTENCIA EN kW. ;ZC; 003300 CILINDRADA EN cm3. 
ALFREDO CRIOLANI E HIJOS S A;30562317887;abr-20;23/4/2020;CONSUMO;20052IC05000380H;8427.20.90.490J;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;Las demás;Rosario;BRASIL;BRASIL;Camion;444404671;CIP;10213,97;12086,11;Dólar Estadounidense;2646,59;0;No Encontrado;Unidad;166,64;nvo.s/uso imp;0001 - 0000;1;80642,7;80642,7;80642,7;80642,7;83455,93;JCB;540/170;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;11731;0;0;0;0;0;10228;0;0;9741;0;2388;0;5731;0;0;10;CA00; ;NA00; ;NB01;  CON CLAMPS. ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000074 POTENCIA EN kW. ;ZC; 004400 CILINDRADA EN cm3. 
BISCAYNE SERVICIOS  S A;33678195249;abr-20;27/4/2020;CONSUMO;20001IC06003692L;8429.20.90.000V;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.;Las demás;Las demás;Buenos Aires;CHINA;CHINA;No Declara;;CIF;36888,62;43650;Dólar Estadounidense;5550;0;No Encontrado;Unidad;6450;nvo.s/uso imp;0001 - 0000;3;63000;189000;63000;189000;201000;TIANGONG;PY160M;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;28140;0;0;0;0;0;24060;0;0;0;0;5821;0;13748;0;0;10;CA00; ;ZA; 002017 AÑO DE FABRICACION. ;ZB; 008300 CILINDRADA EN cm3. ;ZC; 000125 POTENCIA EN kW. ;;;;
TOYOTA MATERIAL HANDLING MERCO;30708687800;abr-20;29/4/2020;CONSUMO;20001IC04066113G;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;JAPON;JAPON;Acuatica;TYO0297591;CFR;3381,75;4001,59;Dólar Estadounidense;602,65;0;No Encontrado;Unidad;32,22;nvo.s/uso imp;0003 - 0000;1;19535,17;19535,17;19535,17;19535,17;20170,04;TOYOTA;62 8FD30;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000040 POTENCIA EN kW. ;ZC; 002486 CILINDRADA EN cm3. 
IRON GROUP S.A.;33707784429;abr-20;29/4/2020;CONSUMO;20033ZFE1002691E;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;La Plata;CHINA;ZF LA PLATA (BS AS);Camion;;CIF;4348,04;5145;Dólar Estadounidense;326,72;0;No Encontrado;Unidad;115,31;nvo.s/uso imp;0001 - 0000;1;11898;11898;11898;11898;12340,03;IRON;FD35T EN;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;1728;0;0;0;0;0;1477;0;0;1407;0;422;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000037 POTENCIA EN kW. ;ZC; 003168 CILINDRADA EN cm3. 
G S B  SERVICIOS ESPECIALES SA;30708175648;abr-20;29/4/2020;ZONA FRANCA;20033ZFI5001414E;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;La Plata;CHINA;CHINA;Camion;;FOB;3922,61;4641,59;Dólar Estadounidense;370,55;0;No Encontrado;Unidad;178,38;nvo.s/uso imp;0001 - 0001;1;18748;18748;18748;18748;19296,93;MANITOU;MI 30 D;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000042 POTENCIA EN kW. ;ZC; 003319 CILINDRADA EN cm3. 
G S B  SERVICIOS ESPECIALES SA;30708175648;abr-20;29/4/2020;ZONA FRANCA;20033ZFI5001414E;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;La Plata;CHINA;CHINA;Camion;;FOB;3922,61;4641,59;Dólar Estadounidense;370,55;0;No Encontrado;Unidad;178,38;nvo.s/uso imp;0001 - 0002;1;16186;16186;16186;16186;16734,93;MANITOU;MI 30 D;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;;;;;;;;;;;;;;;;;;;;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000042 POTENCIA EN kW. ;ZC; 003319 CILINDRADA EN cm3. 
EMBOTELLADORA DEL ATLANTICO S.;30529135943;abr-20;30/4/2020;CONSUMO;20001IC04066977B;8427.20.90.320F;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;JAPON;JAPON;Acuatica;TYO0298078;FOB;4031,32;4770,23;Dólar Estadounidense;609,05;0;No Encontrado;Unidad;2,28;nvo.s/uso imp;0003 - 0000;1;22153;22153;22153;22153;22764,33;TOYOTA;32 8FGJ35;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000043 POTENCIA EN kW. ;ZC; 002237 CILINDRADA EN cm3. 
GRUAS SAN BLAS S A;30660920451;mar-20;11/3/2020;CONSUMO;20001IC04044123D;8427.20.90.420L;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;COREA REPUBLICANA;COREA REPUBLICANA;Acuatica;SEL0922880;CIF;6937,75;8209,39;Dólar Estadounidense;475,63;0;No Encontrado;Unidad;7,15;nvo.s/uso imp;0002 - 0000;1;39030;39030;39030;39030;39512,78;DOOSAN;D50C 5;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000068 POTENCIA EN kW. ;ZC; 003900 CILINDRADA EN cm3. 
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;13/3/2020;CONSUMO;20001IC04045875S;8427.20.90.420L;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;CHINA;CHINA;Acuatica;BK1932369;FOB;6923,63;8192,68;Dólar Estadounidense;823,2;0;No Encontrado;Unidad;121,13;nvo.s/uso imp;0003 - 0000;1;23403;23403;23403;23403;24347,33;HELI;CPCD50;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000064 POTENCIA EN kW. ;ZC; 004996 CILINDRADA EN cm3. 
EXOLGAN SOCIEDAD ANONIMA;30590578971;mar-20;16/3/2020;CONSUMO;20001IC04047500F;8427.20.10.990H;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;Las demás;Buenos Aires;PAISES BAJOS;PAISES BAJOS;Acuatica;HLCURTM200206220;CIF;57534,41;68080;Dólar Estadounidense;24969;0;No Encontrado;Unidad;31;nvo.s/uso imp;0001 - 0000;1;358000;358000;358000;358000;383000;HYSTER;RS45 31 CH;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;53620;0;0;0;0;0;45845;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000243 POTENCIA EN kW. ;ZC; 009000 CILINDRADA EN cm3. 
TECMIC S.R.L.;30710691661;mar-20;18/3/2020;DEPÓSITO FISCAL;20017IDA4000232V;8427.20.90.420L;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Cordoba;CHINA;CHINA;Camion;WGUY201801726;FOB;7311,28;8651,38;Dólar Estadounidense;619,31;0;No Encontrado;Unidad;35,65;nvo.s/uso imp;0001 - 0000;1;11500;11500;11500;11500;12154,96;COUNTERBALANCE LIFT;CPCD50T8;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB01;  CON CLAMPS. ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000069 POTENCIA EN kW. ;ZC; 005000 CILINDRADA EN cm3. 
TECMIC S.R.L.;30710691661;abr-20;22/4/2020;CONSUMO;20017IC99000056V;8427.20.90.420L;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Cordoba;CHINA;CHINA;Avion;;FOB;7090,39;8390;Dólar Estadounidense;619,31;0;No Encontrado;Unidad;17,55;nvo.s/uso imp;0001 - 0000;1;11500;11500;11500;11500;12136,86;FORKLIFT;CPCD50TB;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;1699;0;0;0;0;0;1453;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000020 POTENCIA EN kW. ;ZC; 001200 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;23/4/2020;CONSUMO;20001IC04062612G;8427.20.90.420L;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7644;FOB;6905,65;8171,39;Dólar Estadounidense;1009,57;0;No Encontrado;Unidad;53,65;nvo.s/uso imp;0005 - 0000;1;52643,42;52643,42;52643,42;52643,42;53706,64;CATERPILLAR;gp50n1;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000207 POTENCIA EN kW. ;ZC; 004996 CILINDRADA EN cm3. 
G S B  SERVICIOS ESPECIALES SA;30708175648;abr-20;29/4/2020;ZONA FRANCA;20033ZFI5001414E;8427.20.90.420L;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Las demás;De torre triple;La Plata;CHINA;CHINA;Camion;;FOB;12268,23;14516,9;Dólar Estadounidense;1158,91;0;No Encontrado;Unidad;557,88;nvo.s/uso imp;0002 - 0000;2;27314,65;54629,3;27314,65;54629,3;56346,09;MANITOU;MI X 40D;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000055 POTENCIA EN kW. ;ZC; 002800 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;22/4/2020;CONSUMO;20001IC04061625J;8427.20.10.120R;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7587;FOB;9050,81;10709,75;Dólar Estadounidense;1034,23;0;No Encontrado;Unidad;60,01;nvo.s/uso imp;0003 - 0000;1;58976,54;58976,54;58976,54;58976,54;60070,78;CATERPILLAR;GC70K6;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000092 POTENCIA EN kW. ;ZC; 006000 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;22/4/2020;CONSUMO;20001IC04061625J;8427.20.10.120R;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre triple;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7587;FOB;9050,9;10709,85;Dólar Estadounidense;1034,24;0;No Encontrado;Unidad;60,01;nvo.s/uso imp;0004 - 0000;1;58977,14;58977,14;58977,14;58977,14;60071,39;CATERPILLAR;GC70K6;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000092 POTENCIA EN kW. ;ZC; 006000 CILINDRADA EN cm3. 
DHM INDUSTRIA S.A.;30712161953;mar-20;6/3/2020;CONSUMO;20001IC04041469N;8427.20.10.910G;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Buenos Aires;CHINA;CHINA;Acuatica;WSHA0013246;FOB;19775,34;23400;Dólar Estadounidense;7500;0;No Encontrado;Unidad;137,21;nvo.s/uso imp;0001 - 0000;1;57837;57837;57837;57837;65474,21;LONKING;LG160DT;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;9166;0;0;0;0;0;7837;0;0;7464;0;0;0;4478;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000131 POTENCIA EN kW. ;ZC; 009726 CILINDRADA EN cm3. 
INDUSTRIAS MOVILIFT S.R.L.;30709443026;mar-20;13/3/2020;CONSUMO;20001IC04045875S;8427.20.10.110N;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Buenos Aires;CHINA;CHINA;Acuatica;BK1932369;FOB;7912,05;9362,26;Dólar Estadounidense;940,73;0;No Encontrado;Unidad;138,43;nvo.s/uso imp;0001 - 0000;1;26744;26744;26744;26744;27823,16;HELI;CPCD70;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;9524;0;0;0;0;0;8143;0;0;0;0;1955;0;4653;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000082 POTENCIA EN kW. ;ZC; 006494 CILINDRADA EN cm3. 
INDUSTRIAS JUAN F SECCO S A;30501598131;abr-20;27/4/2020;CONSUMO;20001IC04064312F;8427.20.10.910G;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Buenos Aires;ESTADOS UNIDOS;ESTADOS UNIDOS;Acuatica;7592;EXW;16138,03;19096;Dólar Estadounidense;1800;0;No Encontrado;Unidad;201,3;nvo.s/uso imp;0001 - 0000;1;199500;199500;199500;199500;201501,3;HOIST;F350@24;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;28995;0;0;0;0;0;24791;0;0;0;0;0;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000110 POTENCIA EN kW. ;ZC; 005900 CILINDRADA EN cm3. 
PROVSER SRL;30667110811;abr-20;27/4/2020;ZONA FRANCA;20268ZFI5000018N;8427.20.10.910G;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Z.F.V.CONSTITUCION;SUECIA;SUECIA;Camion;;CIF;30423,6;36000;Euro;7024,55;0;No Encontrado;Unidad;540,35;nvo.s/uso imp;0001 - 0000;1;241233,03;241233,03;260700,53;260700,53;268265,43;KONECRANES;SMV 25 1200 C;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000185 POTENCIA EN kW. ;ZC; 008000 CILINDRADA EN cm3. 
PROVSER SRL;30667110811;abr-20;27/4/2020;ZONA FRANCA;20268ZFI5000019Y;8427.20.10.910G;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Z.F.V.CONSTITUCION;SUECIA;SUECIA;Camion;;CIF;30423,6;36000;Euro;7024,55;0;No Encontrado;Unidad;540,35;nvo.s/uso imp;0001 - 0000;1;241233,03;241233,03;260700,53;260700,53;268265,43;KONECRANES;SMV 25 1200 C;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA01;  CON DESPLAZADORES LATERALES. ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000185 POTENCIA EN kW. ;ZC; 008000 CILINDRADA EN cm3. 
PROVSER SRL;30667110811;abr-20;29/4/2020;ZONA FRANCA;20268ZFI5000020G;8427.20.10.910G;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Z.F.V.CONSTITUCION;SUECIA;SUECIA;Camion;;CIF;19014,73;22499,98;Euro;7054,45;0;No Encontrado;Unidad;542,65;nvo.s/uso imp;0001 - 0000;1;177602,82;177602,82;192752,16;192752,16;200349,26;KONECRANES;SMV 18 900 C;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000185 POTENCIA EN kW. ;ZC; 008000 CILINDRADA EN cm3. 
PROVSER SRL;30667110811;abr-20;29/4/2020;ZONA FRANCA;20268ZFI5000021H;8427.20.10.910G;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Z.F.V.CONSTITUCION;SUECIA;SUECIA;Camion;;CIF;19014,73;22499,98;Euro;7054,45;0;No Encontrado;Unidad;542,65;nvo.s/uso imp;0001 - 0000;1;177602,82;177602,82;192752,16;192752,16;200349,26;KONECRANES;SMV 18 900 C;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002020 AÑO DE FABRICACION. ;ZB; 000185 POTENCIA EN kW. ;ZC; 008000 CILINDRADA EN cm3. 
AHERN ARGENTINA S.A.S.;30716121387;abr-20;30/4/2020;DEPÓSITO FISCAL;20001IDA4002737D;8427.20.10.110N;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Buenos Aires;ITALIA;ITALIA;Acuatica;MXP01626192;EXW;10479,26;12400,03;Euro;652,86;0;No Encontrado;Unidad;756,89;nvo.s/uso imp;0001 - 0000;1;68960,66;68960,66;75036,1;75036,1;76445,85;FARESIN;F1745CL75;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000075 POTENCIA EN kW. ;ZC; 002900 CILINDRADA EN cm3. 
AHERN ARGENTINA S.A.S.;30716121387;abr-20;30/4/2020;DEPÓSITO FISCAL;20001IDA4002737D;8427.20.10.110N;"  CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE INCORPORADO.";  Apiladoras con capacidad de carga superior a   65 t;De torre doble;Buenos Aires;ITALIA;ITALIA;Acuatica;MXP01626192;EXW;10479,26;12400,03;Euro;652,86;0;No Encontrado;Unidad;756,89;nvo.s/uso imp;0002 - 0000;1;68960,66;68960,66;75036,1;75036,1;76445,85;FARESIN;F1745CL75;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CA00; ;NA00; ;NB00; ;ZA; 002019 AÑO DE FABRICACION. ;ZB; 000075 POTENCIA EN kW. ;ZC; 002900 CILINDRADA EN cm3. 
VIAL INTERAMERICANA SRL;30712982205;mar-20;3/3/2020;CONSUMO;20001IC04037698W;8429.51.99.000T;  TOPADORAS FRONTALES (BULLDOZERS) TOPADORAS APISONADORAS (APLANADORAS) AUTOPROPULSADAS.; Las demás; Las demás;Buenos Aires;CHINA;CHINA;Acuatica;CSE19120103;FOB;29629,21;35060;Dólar Estadounidense;3000;0;No Encontrado;Unidad;946,44;nvo.s/uso imp;0001 - 0000;2;45822;91644;45822;91644;95590,44;TAURUS;958H;SIN VERSION;SIN CODIGO;SIN PRESENTACION;SIN VENCIMIENTO;0;0;13383;0;0;0;0;0;11442;0;0;10897;0;2750;0;6538;0;0;10;CA00; ;NA03;  DE CAPACIDAD DE CUCHARA SUPERIOR A 2 m3 ;ZA; 002019 AÑO DE FABRACACION ;ZB; 004500 CILINDRADA EN cm3 ;ZC; 000162 POTENCIA EN kW. ;;
